,Alue,Osoite,Hinta,Koko,Vuosi,Talotyyppi,Sauna,Parveke,Katu
825,Takahuhti,Hanhenmäenkatu 1 A41,199500.0,45.5,2020.0,Kerrostalo,True,False,Hanhenmäenkatu
826,Takahuhti,Hanhenmäenkatu 1 A37,193300.0,46.5,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
827,Takahuhti,Hanhenmäenkatu 1 B70,202000.0,40.5,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
828,Takahuhti,Hanhenmäenkatu 1 B64,192700.0,40.5,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
829,Takahuhti,Hanhenmäenkatu 1 B52,186000.0,40.5,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
830,Takahuhti,Hanhenmäenkatu 1 B58,189400.0,40.5,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
831,Takahuhti,Hanhenmäenkatu 1 B74,183000.0,37.0,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
832,Takahuhti,Hanhenmäenkatu 1 B68,174800.0,37.0,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
833,Takahuhti,Hanhenmäenkatu 1 B62,171800.0,37.0,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
834,Takahuhti,Hanhenmäenkatu 1 B50,165800.0,37.0,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
835,Takahuhti,Hanhenmäenkatu 1 B73,220900.0,45.5,2020.0,Kerrostalo,True,False,Hanhenmäenkatu
836,Takahuhti,Hanhenmäenkatu 1 B67,210500.0,45.5,2020.0,Kerrostalo,True,False,Hanhenmäenkatu
837,Takahuhti,Hanhenmäenkatu 1 B61,206700.0,45.5,2020.0,Kerrostalo,True,False,Hanhenmäenkatu
838,Takahuhti,Hanhenmäenkatu 1 B55,202900.0,45.5,2020.0,Kerrostalo,True,False,Hanhenmäenkatu
839,Takahuhti,Hanhenmäenkatu 1 B49,199100.0,45.5,2020.0,Kerrostalo,True,False,Hanhenmäenkatu
840,Takahuhti,Hanhenmäenkatu 1 B72,227500.0,50.0,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
841,Takahuhti,Hanhenmäenkatu 1 B60,212500.0,50.0,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
842,Takahuhti,Hanhenmäenkatu 1 B66,216500.0,50.0,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
843,Takahuhti,Hanhenmäenkatu 1 B54,208500.0,50.0,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
844,Takahuhti,Hanhenmäenkatu 1 B48,204500.0,50.0,2020.0,Kerrostalo,False,False,Hanhenmäenkatu
845,Haukiluoma,Tyviraitti 1 A 19,145000.0,45.5,2020.0,Kerrostalo,False,False,Tyviraitti
846,Vuores,Isokuusenkatu 47 C 80,139790.0,36.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
847,Vuores,Isokuusenkatu 47 A 8,149890.0,43.0,2020.0,Kerrostalo,False,False,Isokuusenkatu
848,Vuores,Isokuusenkatu 47 C 87,142790.0,36.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
849,Vuores,Isokuusenkatu 47 B 32,139890.0,36.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
850,Vuores,Isokuusenkatu 47 A 19,146890.0,42.0,2020.0,Kerrostalo,False,False,Isokuusenkatu
851,Vuores,Isokuusenkatu 47 A 7,142490.0,42.0,2020.0,Kerrostalo,False,False,Isokuusenkatu
852,Vuores,Isokuusenkatu 47 B 30,141890.0,43.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
853,Vuores,Isokuusenkatu 47 A 9,149890.0,43.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
854,Vuores,Isokuusenkatu 47 A 4,141890.0,43.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
855,Kaleva,Sarvijaakonkatu 1 A A 12,234090.0,46.0,2020.0,Kerrostalo,False,False,Sarvijaakonkatu
856,Kaleva,Sarvijaakonkatu 1 A A 53,241535.0,41.5,2020.0,Kerrostalo,False,False,Sarvijaakonkatu
857,Kaleva,Sarvijaakonkatu 1 A A 21,259251.0,51.0,2020.0,Kerrostalo,False,False,Sarvijaakonkatu
858,Kaleva,Sarvijaakonkatu 1 A A 13,224128.0,41.5,2020.0,Kerrostalo,False,False,Sarvijaakonkatu
859,Niemenranta,Federleynkatu 8 A 30,181300.0,43.0,2020.0,Kerrostalo,False,False,Federleynkatu
860,Niemenranta,Federleynkatu 8 A 37,189600.0,43.0,2020.0,Kerrostalo,False,False,Federleynkatu
861,Niemenranta,Federleynkatu 8 A 32,211800.0,50.0,2020.0,Kerrostalo,True,False,Federleynkatu
862,Niemenranta,Federleynkatu 8 A 24,171200.0,40.5,2020.0,Kerrostalo,False,False,Federleynkatu
863,Niemenranta,Federleynkatu 8 A 21,195100.0,48.0,2020.0,Kerrostalo,True,False,Federleynkatu
864,Niemenranta,Federleynkatu 8 A 11,191400.0,50.0,2020.0,Kerrostalo,True,False,Federleynkatu
865,Niemenranta,Federleynkatu 8 A 9,163000.0,43.0,2020.0,Kerrostalo,False,False,Federleynkatu
866,Villilä,Sorakuopankatu 2,171000.0,54.0,2013.0,Kerrostalo,False,False,Sorakuopankatu
867,Maisansalo,Koljonseläntie 7,84000.0,57.0,1975.0,Paritalo,True,False,Koljonseläntie
868,Pohtola,Päiväperhonkatu 1 A 49,149900.0,39.0,2019.0,Kerrostalo,False,False,Päiväperhonkatu
869,Santalahti,Tiporaitti 9 E 155,202400.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
870,Santalahti,Tiporaitti 9 E 145,194700.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
871,Pyynikki,Pyynikintie 25 A 62,343200.0,52.0,2020.0,Kerrostalo,False,False,Pyynikintie
872,Pyynikki,Pyynikintie 25 A 54,362250.0,53.0,2020.0,Kerrostalo,False,False,Pyynikintie
873,Pyynikki,Pyynikintie 25 A 76,288000.0,40.0,2020.0,Kerrostalo,False,False,Pyynikintie
874,Pyynikki,Pyynikintie 25 A 34,326400.0,51.0,2020.0,Kerrostalo,False,False,Pyynikintie
875,Pyynikki,Pyynikintie 25 A 13,330750.0,53.0,2020.0,Kerrostalo,False,False,Pyynikintie
876,Pyynikki,Pyynikintie 25 A 2,428400.0,76.5,2020.0,Kerrostalo,False,False,Pyynikintie
877,Härmälä,Tarmonkuja 4 As 16,171300.0,41.0,2020.0,Kerrostalo,False,False,Tarmonkuja
878,Haukiluoma,Tyviraitti 1 A 39,159000.0,45.5,2020.0,Kerrostalo,False,False,Tyviraitti
879,Haukiluoma,Tyviraitti 1 A 29,152000.0,45.5,2020.0,Kerrostalo,False,False,Tyviraitti
880,Haukiluoma,Tyviraitti 1 A 20,139000.0,43.5,2020.0,Kerrostalo,False,False,Tyviraitti
881,Haukiluoma,Tyviraitti 1 A 19,145000.0,45.5,2020.0,Kerrostalo,False,False,Tyviraitti
882,Haukiluoma,Tyviraitti 1 A 22,125000.0,34.0,2020.0,Kerrostalo,False,False,Tyviraitti
883,Vuores,Isokuusenkatu 47 A 10,142490.0,42.0,2020.0,Kerrostalo,False,False,Isokuusenkatu
884,Vuores,Isokuusenkatu 47 A 9,149890.0,43.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
885,Vuores,Isokuusenkatu 47 A 8,149890.0,43.0,2020.0,Kerrostalo,False,False,Isokuusenkatu
886,Pohtola,Päiväperhonkatu 1 A 40,149900.0,39.0,2019.0,Kerrostalo,False,False,Päiväperhonkatu
887,Pohtola,Päiväperhonkatu 1 A 18,145900.0,39.0,2019.0,Kerrostalo,False,False,Päiväperhonkatu
888,Härmälä,Tarmonkuja 4 As 13,173500.0,41.0,2020.0,Kerrostalo,False,False,Tarmonkuja
889,Härmälä,Tarmonkuja 4 As 10,169200.0,41.0,2020.0,Kerrostalo,False,False,Tarmonkuja
890,Härmälä,Tarmonkuja 4 As 4,167100.0,41.0,2020.0,Kerrostalo,False,False,Tarmonkuja
891,Härmälä,Tarmonkuja 4 As 1,164900.0,41.0,2020.0,Kerrostalo,False,False,Tarmonkuja
892,Ranta-Tampella,Koelaitoksenkatu 4 A 76,340200.0,54.0,2020.0,Kerrostalo,True,False,Koelaitoksenkatu
893,Ranta-Tampella,Koelaitoksenkatu 4 B 81,223900.0,40.5,2020.0,Kerrostalo,False,False,Koelaitoksenkatu
894,Ranta-Tampella,Koelaitoksenkatu 4 A 73,329300.0,54.0,2020.0,Kerrostalo,True,False,Koelaitoksenkatu
895,Ranta-Tampella,Koelaitoksenkatu 4 A 66,318500.0,54.0,2020.0,Kerrostalo,True,False,Koelaitoksenkatu
896,Ranta-Tampella,Koelaitoksenkatu 4 A 52,297500.0,54.0,2020.0,Kerrostalo,True,False,Koelaitoksenkatu
897,Ranta-Tampella,Koelaitoksenkatu 4 A 53,240100.0,36.0,2020.0,Kerrostalo,False,False,Koelaitoksenkatu
898,Ranta-Tampella,Koelaitoksenkatu 4 A 46,234300.0,36.0,2020.0,Kerrostalo,False,False,Koelaitoksenkatu
899,Ranta-Tampella,Koelaitoksenkatu 4 A 39,228500.0,36.0,2020.0,Kerrostalo,False,False,Koelaitoksenkatu
900,Ranta-Tampella,Koelaitoksenkatu 4 A 32,222700.0,36.0,2020.0,Kerrostalo,False,False,Koelaitoksenkatu
901,Vuores,Isokuusenkatu 47 B 35,139890.0,36.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
902,Vuores,Isokuusenkatu 47 C 62,137890.0,36.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
903,Vuores,Isokuusenkatu 47 A 4,141890.0,43.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
904,Vuores,Isokuusenkatu 47 A 7,142490.0,42.0,2020.0,Kerrostalo,False,False,Isokuusenkatu
905,Vuores,Isokuusenkatu 47 A 5,147890.0,42.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
906,Vuores,Isokuusenkatu 47 A 3,147890.0,43.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
907,Vuores,Isokuusenkatu 47 A 2,147890.0,42.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
908,Lintuhytti,Heinurinkuja 6 D 19,152000.0,50.0,2020.0,Luhtitalo,True,False,Heinurinkuja
909,Lintuhytti,Heinurinkuja 6 D 14,159000.0,50.0,2020.0,Luhtitalo,True,False,Heinurinkuja
910,Pyynikki,Pyynikintie 25 A 14,326400.0,51.0,2020.0,Kerrostalo,False,False,Pyynikintie
911,Pyynikki,Pyynikintie 25 A 78,367500.0,52.0,2020.0,Kerrostalo,False,False,Pyynikintie
912,Pyynikki,Pyynikintie 25 A 29,567300.0,93.0,2020.0,Kerrostalo,False,False,Pyynikintie
913,Pyynikki,Pyynikintie 25 A 12,321300.0,51.0,2020.0,Kerrostalo,False,False,Pyynikintie
914,Vuores,Takamaanrinne 4,179900.0,46.0,2020.0,Kerrostalo,False,False,Takamaanrinne
915,Santalahti,Tiporaitti 9 E 145,194700.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
916,Lintuhytti,Lintuhytinkatu 7 B 24,137000.0,39.0,2019.0,Luhtitalo,False,False,Lintuhytinkatu
917,Kaleva,Sarvijaakonkatu 23,185000.0,36.5,2018.0,Kerrostalo,False,False,Sarvijaakonkatu
918,Ranta-Tampella,Ranta-Tampellan katu 15 A,249150.0,35.5,2020.0,Kerrostalo,False,False,Ranta-Tampellan
919,Ranta-Tampella,Ranta-Tampellan katu 15 A,242150.0,35.5,2020.0,Kerrostalo,False,False,Ranta-Tampellan
920,Ranta-Tampella,Ranta-Tampellan katu 15 A,238150.0,35.5,2020.0,Kerrostalo,False,False,Ranta-Tampellan
921,Ranta-Tampella,Ranta-Tampellan katu 15 A,225180.0,43.5,2020.0,Kerrostalo,False,False,Ranta-Tampellan
922,Ranta-Tampella,Ranta-Tampellan katu 15 A,220180.0,43.5,2020.0,Kerrostalo,False,False,Ranta-Tampellan
923,Vuores,Takamaanrinne 24 A14,132200.0,33.5,2021.0,Kerrostalo,False,False,Takamaanrinne
924,Vuores,Takamaanrinne 24 A11,175100.0,49.0,2021.0,Kerrostalo,False,False,Takamaanrinne
925,Vuores,Takamaanrinne 24 A38,144200.0,33.5,2021.0,Kerrostalo,False,False,Takamaanrinne
926,Vuores,Takamaanrinne 24 A35,192600.0,49.0,2021.0,Kerrostalo,False,False,Takamaanrinne
927,Vuores,Takamaanrinne 24 A30,141200.0,33.5,2021.0,Kerrostalo,False,False,Takamaanrinne
928,Vuores,Takamaanrinne 24 A27,186100.0,49.0,2021.0,Kerrostalo,False,False,Takamaanrinne
929,Vuores,Takamaanrinne 24 A23,207900.0,55.0,2021.0,Kerrostalo,False,False,Takamaanrinne
930,Vuores,Takamaanrinne 24 A19,181100.0,49.0,2021.0,Kerrostalo,False,False,Takamaanrinne
931,Vuores,Takamaanrinne 24 A15,202800.0,55.0,2021.0,Kerrostalo,False,False,Takamaanrinne
932,Vuores,Takamaanrinne 24 A7,196300.0,55.0,2021.0,Kerrostalo,False,False,Takamaanrinne
933,Pyynikki,Pyynikintie 25 A 55,349350.0,51.0,2020.0,Kerrostalo,False,False,Pyynikintie
934,Pyynikki,Pyynikintie 25 A 37,296700.0,46.0,2020.0,Kerrostalo,False,False,Pyynikintie
935,Härmälänranta,Myrskynkatu 12,182000.0,45.5,2018.0,Kerrostalo,False,False,Myrskynkatu
936,Pyynikki,Pyynikintie 25 A 35,336000.0,53.0,2020.0,Kerrostalo,False,False,Pyynikintie
937,Pyynikki,Pyynikintie 25 A 68,708550.0,93.5,2020.0,Kerrostalo,False,False,Pyynikintie
938,Pyynikki,Pyynikintie 25 A 46,477700.0,73.5,2020.0,Kerrostalo,False,False,Pyynikintie
939,Santalahti,Rantatie 37 C,194700.0,38.0,2019.0,Kerrostalo,False,False,Rantatie
940,Santalahti,Tiporaitti 9 E 156,202400.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
941,Santalahti,Tiporaitti 9 E 150,235900.0,48.0,2019.0,Kerrostalo,False,False,Tiporaitti
942,Santalahti,Tiporaitti 9 E 135,188900.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
943,Santalahti,Tiporaitti 9 E 134,195900.0,38.5,2019.0,Kerrostalo,False,False,Tiporaitti
944,Santalahti,Tiporaitti 9 C 98,206500.0,44.0,2019.0,Kerrostalo,False,False,Tiporaitti
945,Santalahti,Tiporaitti 9 E 154,209800.0,38.5,2019.0,Kerrostalo,False,False,Tiporaitti
946,Santalahti,Tiporaitti 9 C 84,199900.0,44.0,2019.0,Kerrostalo,False,False,Tiporaitti
947,Santalahti,Tiporaitti 9 E 156,202400.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
948,Santalahti,Tiporaitti 9 E 155,202400.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
949,Santalahti,Tiporaitti 9 E 154,209800.0,38.5,2019.0,Kerrostalo,False,False,Tiporaitti
950,Santalahti,Tiporaitti 9 E 150,235900.0,48.0,2019.0,Kerrostalo,False,False,Tiporaitti
951,Santalahti,Tiporaitti 9 E 147,194700.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
952,Santalahti,Tiporaitti 9 E 144,201900.0,38.5,2019.0,Kerrostalo,False,False,Tiporaitti
953,Santalahti,Tiporaitti 9 E 138,188900.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
954,Santalahti,Tiporaitti 9 E 135,188900.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
955,Santalahti,Tiporaitti 9 E 134,195900.0,38.5,2019.0,Kerrostalo,False,False,Tiporaitti
956,Santalahti,Tiporaitti 9 C 98,206500.0,44.0,2019.0,Kerrostalo,False,False,Tiporaitti
957,Santalahti,Tiporaitti 9 C 84,199900.0,44.0,2019.0,Kerrostalo,False,False,Tiporaitti
958,Lintuhytti,Lintuhytinkatu 7 B 23,137000.0,39.0,2019.0,Luhtitalo,False,False,Lintuhytinkatu
959,Haukiluoma,Runkokatu 6,85000.0,51.0,1977.0,Kerrostalo,False,False,Runkokatu
960,Vuores,Takamaanrinne 24 A19,181100.0,49.0,2021.0,Kerrostalo,False,False,Takamaanrinne
961,Vuores,Takamaanrinne 24 A15,202800.0,55.0,2021.0,Kerrostalo,False,False,Takamaanrinne
962,Vuores,Takamaanrinne 24 A7,196300.0,55.0,2021.0,Kerrostalo,False,False,Takamaanrinne
963,Pyynikki,Pyynikintie 25 A 55,349350.0,51.0,2020.0,Kerrostalo,False,False,Pyynikintie
964,Pyynikki,Pyynikintie 25 A 37,296700.0,46.0,2020.0,Kerrostalo,False,False,Pyynikintie
965,Härmälänranta,Myrskynkatu 12,182000.0,45.5,2018.0,Kerrostalo,False,False,Myrskynkatu
966,Pyynikki,Pyynikintie 25 A 35,336000.0,53.0,2020.0,Kerrostalo,False,False,Pyynikintie
967,Pyynikki,Pyynikintie 25 A 68,708550.0,93.5,2020.0,Kerrostalo,False,False,Pyynikintie
968,Pyynikki,Pyynikintie 25 A 46,477700.0,73.5,2020.0,Kerrostalo,False,False,Pyynikintie
969,Santalahti,Rantatie 37 C,194700.0,38.0,2019.0,Kerrostalo,False,False,Rantatie
970,Santalahti,Tiporaitti 9 E 156,202400.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
971,Santalahti,Tiporaitti 9 E 150,235900.0,48.0,2019.0,Kerrostalo,False,False,Tiporaitti
972,Santalahti,Tiporaitti 9 E 135,188900.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
973,Santalahti,Tiporaitti 9 E 134,195900.0,38.5,2019.0,Kerrostalo,False,False,Tiporaitti
974,Santalahti,Tiporaitti 9 C 98,206500.0,44.0,2019.0,Kerrostalo,False,False,Tiporaitti
975,Santalahti,Tiporaitti 9 E 154,209800.0,38.5,2019.0,Kerrostalo,False,False,Tiporaitti
976,Santalahti,Tiporaitti 9 C 84,199900.0,44.0,2019.0,Kerrostalo,False,False,Tiporaitti
977,Santalahti,Tiporaitti 9 E 156,202400.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
978,Santalahti,Tiporaitti 9 E 155,202400.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
979,Santalahti,Tiporaitti 9 E 154,209800.0,38.5,2019.0,Kerrostalo,False,False,Tiporaitti
980,Santalahti,Tiporaitti 9 E 150,235900.0,48.0,2019.0,Kerrostalo,False,False,Tiporaitti
981,Santalahti,Tiporaitti 9 E 147,194700.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
982,Santalahti,Tiporaitti 9 E 144,201900.0,38.5,2019.0,Kerrostalo,False,False,Tiporaitti
983,Santalahti,Tiporaitti 9 E 138,188900.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
984,Santalahti,Tiporaitti 9 E 135,188900.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
985,Santalahti,Tiporaitti 9 E 134,195900.0,38.5,2019.0,Kerrostalo,False,False,Tiporaitti
986,Santalahti,Tiporaitti 9 C 98,206500.0,44.0,2019.0,Kerrostalo,False,False,Tiporaitti
987,Santalahti,Tiporaitti 9 C 84,199900.0,44.0,2019.0,Kerrostalo,False,False,Tiporaitti
988,Lintuhytti,Lintuhytinkatu 7 B 23,137000.0,39.0,2019.0,Luhtitalo,False,False,Lintuhytinkatu
989,Haukiluoma,Runkokatu 6,85000.0,51.0,1977.0,Kerrostalo,False,False,Runkokatu
